EVENT_ID;TICKET_ID;SECTOR_ID;SEAT_ID
80;1153728;332;143825
80;1153727;332;143826
80;1124005;332;143827
80;1153726;332;143828
80;1153725;332;143829
80;1130828;332;143830
80;1153724;332;143831
80;1153723;332;143832
80;1130827;332;143833
80;1153722;332;143834
80;1153721;332;143835
80;1130826;332;143836
80;1153720;332;143837
80;1153719;332;143838
80;1153718;332;143839
80;1153717;332;143840
80;1153716;332;143841
80;1153715;332;143842
80;1153714;332;143843
80;1124004;332;143844
80;1153713;332;143845
80;1153712;332;143846
80;1124003;332;143847
80;1153711;332;143848
80;1153710;332;143849
80;1124002;332;143850
80;1153709;332;143851
80;1153708;332;143852
80;1130825;332;143853
80;1153707;332;143854
80;1153706;332;143855
80;1130824;332;143856
80;1153705;332;143857
80;1153704;332;143858
80;1153703;332;143859
80;1153702;332;143860
80;1153701;332;143861
80;1153700;332;143862
80;1153699;332;143863
80;1124001;332;143864
80;1153698;332;143865
80;1153697;332;143866
80;1124000;332;143867
80;1153696;332;143868
80;1153695;332;143869
80;1123999;332;143870
80;1153694;332;143871
80;1153693;332;143872
80;1130823;332;143873
80;1153692;332;143874
80;1153691;332;143875
80;1130822;332;143876
80;1153690;332;143877
80;1153689;332;143878
80;1130821;332;143879
80;1153688;332;143880
80;1153687;332;143881
80;1153686;332;143882
80;1153685;332;143883
80;1153684;332;143884
80;1153683;332;143885
80;1153682;332;143886
80;1123998;332;143887
80;1153681;332;143888
80;1153680;332;143889
80;1123997;332;143890
80;1153679;332;143891
80;1153678;332;143892
80;1130820;332;143893
80;1153677;332;143894
80;1153676;332;143895
80;1130819;332;143896
80;1153675;332;143897
80;1153674;332;143898
80;1130818;332;143899
80;1153673;332;143900
80;1153672;332;143901
80;1153671;332;143902
80;1153670;332;143903
80;1153669;332;143904
80;1153668;332;143905
80;1153667;332;143906
80;1123996;332;143907
80;1153666;332;143908
80;1153665;332;143909
80;1123995;332;143910
80;1153664;332;143911
80;1153663;332;143912
80;1123994;332;143913
80;1153662;332;143914
80;1153661;332;143915
80;1130817;332;143916
80;1153660;332;143917
80;1153659;332;143918
80;1130816;332;143919
80;1153658;332;143920
80;1153657;332;143921
80;1153656;332;143922
80;1153655;332;143923
80;1153654;332;143924
80;1153653;332;143925
80;1153652;332;143926
80;1123993;332;143927
80;1153651;332;143928
80;1153650;332;143929
80;1123992;332;143930
80;1153649;332;143931
80;1153648;332;143932
80;1123991;332;143933
80;1153647;332;143934
80;1153646;332;143935
80;1130815;332;143936
80;1153645;332;143937
80;1153644;332;143938
80;1130814;332;143939
80;1153643;332;143940
80;1153642;332;143941
80;1153641;332;143942
80;1153640;332;143943
80;1153639;332;143944
80;1153638;332;143945
80;1153637;332;143946
80;1153636;332;143947
80;1153635;332;143948
80;1153634;332;143949
80;1123990;332;143950
80;1153633;332;143951
80;1153632;332;143952
80;1123989;332;143953
80;1153631;332;143954
80;1153630;332;143955
80;1130813;332;143956
80;1153629;332;143957
80;1153628;332;143958
80;1130812;332;143959
80;1153627;332;143960
80;1153626;332;143961
80;1130811;332;143962
80;1153625;332;143963
80;1153624;332;143964
80;1153623;332;143965
80;1153622;332;143966
80;1153621;332;143967
80;1153620;332;143968
80;1153619;332;143969
80;1123988;332;143970
80;1153618;332;143971
80;1153617;332;143972
80;1123987;332;143973
80;1153616;332;143974
80;1153615;332;143975
80;1130810;332;143976
80;1153614;332;143977
80;1153613;332;143978
80;1130809;332;143979
80;1153612;332;143980
80;1153611;332;143981
80;1130808;332;143982
80;1153610;332;143983
80;1153609;332;143984
80;1153608;332;143985
80;1153607;332;143986
80;1153606;332;143987
80;1153605;332;143988
80;1153604;332;143989
80;1123986;332;143990
80;1153603;332;143991
80;1153602;332;143992
80;1123985;332;143993
80;1153601;332;143994
80;1153600;332;143995
80;1123984;332;143996
80;1153599;332;143997
80;1153598;332;143998
80;1130807;332;143999
80;1153597;332;144000
80;1153596;332;144001
80;1130806;332;144002
80;1153595;332;144003
80;1153594;332;144004
80;1153593;332;144005
80;1153592;332;144006
80;1153591;332;144007
80;1153590;332;144008
80;1153589;332;144009
80;1123983;332;144010
80;1153588;332;144011
80;1153587;332;144012
80;1123982;332;144013
80;1153586;332;144014
80;1153585;332;144015
80;1123981;332;144016
80;1153584;332;144017
80;1153583;332;144018
80;1130805;332;144019
80;1153582;332;144020
80;1153581;332;144021
80;1130804;332;144022
80;1153580;332;144023
80;1153579;332;144024
80;1130803;332;144025
80;1153578;332;144026
80;1153577;332;144027
80;1153576;332;144028
80;1153575;332;144029
80;1153574;332;144030
80;1153573;332;144031
80;1153572;332;144032
80;1123980;332;144033
80;1153571;332;144034
80;1153570;332;144035
80;1123979;332;144036
80;1153569;332;144037
80;1153568;332;144038
80;1130802;332;144039
80;1153567;332;144040
80;1153566;332;144041
80;1130801;332;144042
80;1153565;332;144043
80;1153564;332;144044
80;1130800;332;144045
80;1153563;332;144046
80;1153562;332;144047
80;1153561;332;144048
80;1153560;332;144049
80;1153559;332;144050
80;1153558;332;144051
80;1153557;332;144052
80;1123978;332;144053
80;1153556;332;144054
80;1153555;332;144055
80;1123977;332;144056
80;1153554;332;144057
80;1153553;332;144058
80;1130799;332;144059
80;1153552;332;144060
80;1153551;332;144061
80;1130798;332;144062
80;1153550;332;144063
80;1153549;332;144064
80;1130797;332;144065
80;1153548;332;144066
80;1153547;332;144067
80;1153546;332;144068
80;1153545;332;144069
80;1153544;332;144070
80;1153543;332;144071
80;1153542;332;144072
80;1123976;332;144073
80;1153541;332;144074
80;1153540;332;144075
80;1123975;332;144076
80;1153539;332;144077
80;1153538;332;144078
80;1123974;332;144079
80;1153537;332;144080
80;1153536;332;144081
80;1130796;332;144082
80;1153535;332;144083
80;1153534;332;144084
80;1130795;332;144085
80;1153533;332;144086
80;1153532;332;144087
80;1153531;332;144088
80;1153530;332;144089
80;1153529;332;144090
80;1153528;332;144091
80;1153527;332;144092
80;1123973;332;144093
80;1153526;332;144094
80;1153525;332;144095
80;1123972;332;144096
80;1153524;332;144097
80;1153523;332;144098
80;1123971;332;144099
80;1153522;332;144100
80;1153521;332;144101
80;1130794;332;144102
80;1153520;332;144103
80;1153519;332;144104
80;1130793;332;144105
80;1153518;332;144106
80;1153517;332;144107
80;1130792;332;144108
80;1153516;332;144109
80;1153515;332;144110
80;1153514;332;144111
80;1153513;332;144112
80;1153512;332;144113
80;1153511;332;144114
80;1153510;332;144115
80;1123970;332;144116
80;1153509;332;144117
80;1153508;332;144118
80;1123969;332;144119
80;1153507;332;144120
80;1153506;332;144121
80;1130791;332;144122
80;1153505;332;144123
80;1153504;332;144124
80;1130790;332;144125
80;1153503;332;144126
80;1153502;332;144127
80;1130789;332;144128
80;1153501;332;144129
80;1153500;332;144130
80;1153499;332;144131
80;1153498;332;144132
80;1153497;332;144133
80;1153496;332;144134
80;1153495;332;144135
80;1123968;332;144136
80;1153494;332;144137
80;1153493;332;144138
80;1123967;332;144139
80;1153492;332;144140
80;1153491;332;144141
80;1123966;332;144142
80;1153490;332;144143
80;1153489;332;144144
80;1130788;332;144145
80;1153488;332;144146
80;1153487;332;144147
80;1130787;332;144148
80;1153486;332;144149
80;1153485;332;144150
80;1153484;332;144151
80;1153483;332;144152
80;1153482;332;144153
80;1153481;332;144154
80;1153480;332;144155
80;1123965;332;144156
80;1153479;332;144157
80;1153478;332;144158
80;1123964;332;144159
80;1153477;332;144160
80;1153476;332;144161
80;1123963;332;144162
80;1153475;332;144163
80;1153474;332;144164
80;1130786;332;144165
80;1153473;332;144166
80;1153472;332;144167
80;1130785;332;144168
80;1153471;332;144169
80;1153470;332;144170
80;1153469;332;144171
80;1153468;332;144172
80;1153467;332;144173
80;1153466;332;144174
80;1153465;332;144175
80;1123962;332;144176
80;1153464;332;144177
80;1153463;332;144178
80;1123961;332;144179
80;1153462;332;144180
80;1153461;332;144181
80;1123960;332;144182
80;1153460;332;144183
80;1153459;332;144184
80;1130784;332;144185
80;1153458;332;144186
80;1153457;332;144187
80;1130783;332;144188
80;1153456;332;144189
80;1153455;332;144190
80;1130782;332;144191
80;1153454;332;144192
80;1153453;332;144193
80;1153452;332;144194
80;1153451;332;144195
80;1153450;332;144196
80;1153449;332;144197
80;1153448;332;144198
80;1123959;332;144199
80;1153447;332;144200
80;1153446;332;144201
80;1123958;332;144202
80;1153445;332;144203
80;1153444;332;144204
80;1130781;332;144205
80;1153443;332;144206
80;1153442;332;144207
80;1130780;332;144208
80;1153441;332;144209
80;1153440;332;144210
80;1130779;332;144211
80;1153439;332;144212
80;1153438;332;144213
80;1153437;332;144214
80;1153436;332;144215
80;1153435;332;144216
80;1153434;332;144217
80;1153433;332;144218
80;1123957;332;144219
80;1153432;332;144220
80;1153431;332;144221
80;1123956;332;144222
80;1153430;332;144223
80;1153429;332;144224
80;1123955;332;144225
80;1153428;332;144226
80;1153427;332;144227
80;1130778;332;144228
80;1153426;332;144229
80;1153425;332;144230
80;1130777;332;144231
80;1153424;332;144232
80;1153423;332;144233
80;1153422;332;144234
80;1153421;332;144235
80;1153420;332;144236
80;1153419;332;144237
80;1153418;332;144238
80;1123954;332;144239
80;1153417;333;144240
80;1153416;333;144241
80;1123953;333;144245
80;1153415;333;144252
80;1153414;333;144253
80;1153413;333;144255
80;1153412;333;144256
80;1153411;333;144257
80;1153410;333;144258
80;1153409;333;144259
80;1153408;333;144260
80;1153407;333;144261
80;1123952;333;144262
80;1153406;333;144263
80;1130776;333;144268
80;1153405;333;144269
80;1153404;333;144270
80;1130775;333;144271
80;1153403;333;144272
80;1153402;333;144273
80;1130774;333;144274
80;1153401;333;144275
80;1153400;333;144276
80;1153399;333;144277
80;1153398;333;144278
80;1153397;333;144279
80;1153396;333;144280
80;1153395;333;144281
80;1123951;333;144282
80;1153394;333;144283
80;1153393;333;144287
80;1130773;333;144288
80;1153392;333;144289
80;1153391;333;144290
80;1130772;333;144291
80;1153390;333;144292
80;1153389;333;144293
80;1130771;333;144294
80;1153388;333;144295
80;1153387;333;144296
80;1153386;333;144297
80;1153385;333;144298
80;1153384;333;144299
80;1153383;333;144300
80;1153382;333;144301
80;1123950;333;144302
80;1153381;333;144303
80;1153380;333;144304
80;1123949;333;144305
80;1153379;333;144306
80;1153378;333;144307
80;1123948;333;144308
80;1153377;333;144309
80;1153376;333;144310
80;1130770;333;144311
80;1153375;333;144312
80;1153374;333;144313
80;1130769;333;144314
80;1153373;333;144315
80;1153372;333;144316
80;1153371;333;144317
80;1153370;333;144318
80;1153369;333;144319
80;1153368;333;144320
80;1153367;333;144321
80;1123947;333;144322
80;1153366;333;144323
80;1153365;333;144324
80;1123946;333;144325
80;1153364;333;144326
80;1153363;333;144327
80;1123945;333;144328
80;1153362;333;144329
80;1153361;333;144330
80;1130768;333;144331
80;1153360;333;144332
80;1153359;333;144333
80;1130767;333;144334
80;1153358;333;144335
80;1153357;333;144336
80;1130766;333;144337
80;1153356;333;144338
80;1153355;333;144339
80;1153354;333;144340
80;1153353;333;144341
80;1153352;333;144342
80;1153351;333;144343
80;1153350;333;144344
80;1123944;333;144345
80;1153349;333;144346
80;1153348;333;144347
80;1123943;333;144348
80;1153347;333;144349
80;1153346;333;144350
80;1130765;333;144351
80;1153345;333;144352
80;1153344;333;144353
80;1130764;333;144354
80;1153343;333;144355
80;1153342;333;144356
80;1130763;333;144357
80;1153341;333;144358
80;1153340;333;144359
80;1153339;333;144360
80;1153338;333;144361
80;1153337;333;144362
80;1153336;333;144363
80;1153335;333;144364
80;1123942;333;144365
80;1153334;333;144366
80;1153333;333;144367
80;1123941;333;144368
80;1153332;333;144369
80;1153331;333;144370
80;1123940;333;144371
80;1153330;333;144372
80;1153329;333;144373
80;1130762;333;144374
80;1153328;333;144375
80;1153327;333;144376
80;1130761;333;144377
80;1153326;333;144378
80;1153325;333;144379
80;1153324;333;144380
80;1153323;333;144381
80;1153322;333;144382
80;1153321;333;144383
80;1153320;333;144384
80;1123939;333;144385
80;1153319;333;144386
80;1153318;333;144387
80;1123938;333;144388
80;1153317;333;144389
80;1153316;333;144390
80;1123937;333;144391
80;1153315;333;144392
80;1153314;333;144393
80;1130760;333;144394
80;1153313;333;144395
80;1153312;333;144396
80;1130759;333;144397
80;1153311;333;144398
80;1153310;333;144399
80;1153309;333;144400
80;1153308;333;144401
80;1153307;333;144402
80;1153306;333;144403
80;1153305;333;144404
80;1123936;333;144405
80;1153304;333;144406
80;1153303;333;144407
80;1123935;333;144408
80;1153302;333;144409
80;1153301;333;144410
80;1123934;333;144411
80;1153300;333;144412
80;1153299;333;144413
80;1130758;333;144414
80;1153298;333;144415
80;1153297;333;144416
80;1130757;333;144417
80;1153296;333;144418
80;1153295;333;144419
80;1130756;333;144420
80;1153294;333;144421
80;1153293;333;144422
80;1153292;333;144423
80;1153291;333;144424
80;1153290;333;144425
80;1153289;333;144426
80;1153288;333;144427
80;1123933;333;144428
80;1153287;333;144429
80;1153286;333;144430
80;1123932;333;144431
80;1153285;333;144432
80;1153284;333;144433
80;1130755;333;144434
80;1153283;333;144435
80;1153282;333;144436
80;1130754;333;144437
80;1153281;333;144438
80;1153280;333;144439
80;1130753;333;144440
80;1153279;333;144441
80;1153278;333;144442
80;1153277;333;144443
80;1153276;333;144444
80;1153275;333;144445
80;1153274;333;144446
80;1153273;333;144447
80;1123931;333;144448
80;1153272;333;144449
80;1153271;333;144450
80;1123930;333;144451
80;1153270;333;144452
80;1153269;333;144453
80;1123929;333;144454
80;1153268;333;144455
80;1153267;333;144456
80;1130752;333;144457
80;1153266;333;144458
80;1153265;333;144459
80;1130751;333;144460
80;1153264;333;144461
80;1153263;333;144462
80;1153262;333;144463
80;1153261;333;144464
80;1153260;333;144465
80;1153259;333;144466
80;1153258;333;144467
80;1123928;333;144468
80;1153257;333;144469
80;1153256;333;144470
80;1123927;333;144471
80;1153255;333;144472
80;1153254;333;144473
80;1123926;333;144474
80;1153253;333;144475
80;1153252;333;144476
80;1130750;333;144477
80;1153251;333;144478
80;1153250;333;144479
80;1130749;333;144480
80;1153249;333;144481
80;1153248;333;144482
80;1153247;333;144483
80;1153246;333;144484
80;1153245;333;144485
80;1153244;333;144486
80;1153243;333;144487
80;1153242;333;144488
80;1153241;333;144489
80;1153240;333;144490
80;1123925;333;144491
80;1153239;333;144492
80;1153238;333;144493
80;1123924;333;144494
80;1153237;333;144495
80;1153236;333;144496
80;1130748;333;144497
80;1153235;333;144498
80;1153234;333;144499
80;1130747;333;144500
80;1153233;333;144501
80;1153232;333;144502
80;1130746;333;144503
80;1153231;333;144504
80;1153230;333;144505
80;1153229;333;144506
80;1153228;333;144507
80;1153227;333;144508
80;1153226;333;144509
80;1153225;333;144510
80;1123923;333;144511
80;1153224;333;144512
80;1153223;333;144513
80;1123922;333;144514
80;1153222;333;144515
80;1153221;333;144516
80;1130745;333;144517
80;1153220;333;144518
80;1153219;333;144519
80;1130744;333;144520
80;1153218;333;144521
80;1153217;333;144522
80;1130743;333;144523
80;1153216;333;144524
80;1153215;333;144525
80;1153214;333;144526
80;1153213;333;144527
80;1153212;333;144528
80;1153211;333;144529
80;1153210;333;144530
80;1123921;333;144531
80;1153209;333;144532
80;1153208;333;144533
80;1123920;333;144534
80;1153207;333;144535
80;1153206;333;144536
80;1123919;333;144537
80;1153205;333;144538
80;1153204;333;144539
80;1130742;333;144540
80;1153203;333;144541
80;1153202;333;144542
80;1130741;333;144543
80;1153201;333;144544
80;1153200;333;144545
80;1153199;333;144546
80;1153198;333;144547
80;1153197;333;144548
80;1153196;333;144549
80;1153195;333;144550
80;1123918;333;144551
80;1153194;333;144552
80;1153193;333;144553
80;1123917;333;144554
80;1153192;333;144555
80;1153191;333;144556
80;1123916;333;144557
80;1153190;333;144558
80;1153189;333;144559
80;1130740;333;144560
80;1153188;333;144561
80;1153187;333;144562
80;1130739;333;144563
80;1153186;333;144564
80;1153185;333;144565
80;1130738;333;144566
80;1153184;333;144567
80;1153183;333;144568
80;1153182;333;144569
80;1153181;333;144570
80;1153180;333;144571
80;1153179;333;144572
80;1153178;333;144573
80;1123915;333;144574
80;1153177;333;144575
80;1153176;333;144576
80;1123914;333;144577
80;1153175;333;144578
80;1153174;333;144579
80;1130737;333;144580
80;1153173;333;144581
80;1153172;333;144582
80;1130736;333;144583
80;1153171;333;144584
80;1153170;333;144585
80;1130735;333;144586
80;1153169;333;144587
80;1153168;333;144588
80;1153167;333;144589
80;1153166;333;144590
80;1153165;333;144591
80;1153164;333;144592
80;1153163;333;144593
80;1123913;333;144594
80;1153162;333;144595
80;1153161;333;144596
80;1123912;333;144597
80;1153160;333;144598
80;1153159;333;144599
80;1130734;333;144600
80;1153158;333;144601
80;1153157;333;144602
80;1130733;333;144603
80;1153156;333;144604
80;1153155;333;144605
80;1130732;333;144606
80;1153154;333;144607
80;1153153;333;144608
80;1153152;333;144609
80;1153151;333;144610
80;1153150;333;144611
80;1153149;333;144612
80;1153148;333;144613
80;1123911;333;144614
80;1153147;333;144615
80;1153146;333;144616
80;1123910;333;144617
80;1153145;333;144618
80;1153144;333;144619
80;1123909;333;144620
80;1153143;333;144621
80;1153142;333;144622
80;1130731;333;144623
80;1153141;333;144624
80;1153140;333;144625
80;1130730;333;144626
80;1153139;333;144627
80;1153138;333;144628
80;1153137;333;144629
80;1153136;333;144630
80;1153135;333;144631
80;1153134;333;144632
80;1153133;333;144633
80;1123908;333;144634
80;1153132;333;144635
80;1153131;333;144636
80;1123907;333;144637
80;1153130;333;144638
80;1153129;333;144639
80;1123906;333;144640
80;1153128;333;144641
80;1153127;333;144642
80;1130729;333;144643
80;1153126;333;144644
80;1153125;333;144645
80;1130728;333;144646
80;1153124;333;144647
80;1153123;333;144648
80;1130727;333;144649
80;1153122;333;144650
80;1153121;333;144651
80;1153120;333;144652
80;1153119;333;144653
80;1153118;333;144654
80;1153117;333;144655
80;1153116;333;144656
80;1123905;333;144657
80;1153115;333;144658
80;1153114;333;144659
80;1123904;333;144660
80;1153113;333;144661
80;1153112;333;144662
80;1130726;333;144663
80;1153111;333;144664
80;1153110;333;144665
80;1130725;333;144666
80;1153109;333;144667
80;1153108;333;144668
80;1130724;333;144669
80;1153107;333;144670
80;1153106;333;144671
80;1153105;333;144672
80;1153104;333;144673
80;1153103;333;144674
80;1153102;333;144675
80;1153101;333;144676
80;1123903;333;144677
80;1153100;333;144678
80;1153099;333;144679
80;1123902;333;144680
80;1153098;333;144681
80;1153097;333;144682
80;1123901;333;144683
80;1153096;333;144684
80;1153095;333;144685
80;1130723;333;144686
80;1153094;333;144687
80;1153093;333;144688
80;1130722;333;144689
80;1153092;333;144690
80;1153091;333;144691
80;1153090;333;144692
80;1153089;333;144693
80;1153088;333;144694
80;1153087;333;144695
80;1153086;333;144696
80;1123900;333;144697
80;1153085;333;144698
80;1153084;333;144699
80;1123899;333;144700
80;1153083;333;144701
80;1153082;333;144702
80;1153081;334;144712
80;1153080;334;144713
80;1153079;334;144714
80;1153078;334;144727
80;1153077;334;144728
80;1130721;334;144729
80;1153076;334;144730
80;1153075;334;144731
80;1130720;334;144732
80;1153074;334;144733
80;1153073;334;144735
80;1153072;334;144736
80;1153071;334;144737
80;1153070;334;144738
80;1153069;334;144747
80;1153068;334;144748
80;1130719;334;144749
80;1153067;334;144750
80;1153066;334;144751
80;1130718;334;144752
80;1153065;334;144753
80;1153064;334;144754
80;1153063;334;144755
80;1153062;334;144756
80;1153061;334;144757
80;1153060;334;144758
80;1153059;334;144759
80;1153058;334;144764
80;1153057;334;144765
80;1123898;334;144766
80;1153056;334;144767
80;1153055;334;144768
80;1130717;334;144769
80;1153054;334;144770
80;1153053;334;144771
80;1130716;334;144772
80;1153052;334;144773
80;1153051;334;144774
80;1153050;334;144775
80;1153049;334;144776
80;1153048;334;144777
80;1153047;334;144778
80;1153046;334;144779
80;1123897;334;144780
80;1153045;334;144782
80;1123896;334;144783
80;1153044;334;144784
80;1153043;334;144785
80;1123895;334;144786
80;1153042;334;144787
80;1153041;334;144788
80;1130715;334;144789
80;1153040;334;144790
80;1153039;334;144791
80;1130714;334;144792
80;1153038;334;144793
80;1153037;334;144794
80;1130713;334;144795
80;1153036;334;144796
80;1153035;334;144797
80;1153034;334;144798
80;1153033;334;144799
80;1153032;334;144800
80;1153031;334;144801
80;1153030;334;144802
80;1123894;334;144803
80;1153029;334;144804
80;1153028;334;144805
80;1123893;334;144806
80;1153027;334;144807
80;1153026;334;144808
80;1130712;334;144809
80;1153025;334;144810
80;1153024;334;144811
80;1130711;334;144812
80;1153023;334;144813
80;1153022;334;144814
80;1130710;334;144815
80;1153021;334;144816
80;1153020;334;144817
80;1153019;334;144818
80;1153018;334;144819
80;1153017;334;144820
80;1153016;334;144821
80;1153015;334;144822
80;1123892;334;144823
80;1153014;334;144824
80;1153013;334;144825
80;1123891;334;144826
80;1153012;334;144827
80;1153011;334;144828
80;1130709;334;144829
80;1153010;334;144830
80;1153009;334;144831
80;1130708;334;144832
80;1153008;334;144833
80;1153007;334;144834
80;1130707;334;144835
80;1153006;334;144836
80;1153005;334;144837
80;1153004;334;144838
80;1153003;334;144839
80;1153002;334;144840
80;1153001;334;144841
80;1153000;334;144842
80;1123890;334;144843
80;1152999;334;144844
80;1152998;334;144845
80;1123889;334;144846
80;1152997;334;144847
80;1152996;334;144848
80;1123888;334;144849
80;1152995;334;144850
80;1152994;334;144851
80;1130706;334;144852
80;1152993;334;144853
80;1152992;334;144854
80;1130705;334;144855
80;1152991;334;144856
80;1152990;334;144857
80;1152989;334;144858
80;1152988;334;144859
80;1152987;334;144860
80;1152986;334;144861
80;1152985;334;144862
80;1123887;334;144863
80;1152984;334;144864
80;1152983;334;144865
80;1123886;334;144866
80;1152982;334;144867
80;1152981;334;144868
80;1123885;334;144869
80;1152980;334;144870
80;1152979;334;144871
80;1130704;334;144872
80;1152978;334;144873
80;1152977;334;144874
80;1130703;334;144875
80;1152976;334;144876
80;1152975;334;144877
80;1130702;334;144878
80;1152974;334;144879
80;1152973;334;144880
80;1152972;334;144881
80;1152971;334;144882
80;1152970;334;144883
80;1152969;334;144884
80;1152968;334;144885
80;1123884;334;144886
80;1152967;334;144887
80;1152966;334;144888
80;1123883;334;144889
80;1152965;334;144890
80;1152964;334;144891
80;1130701;334;144892
80;1152963;334;144893
80;1152962;334;144894
80;1130700;334;144895
80;1152961;334;144896
80;1152960;334;144897
80;1130699;334;144898
80;1152959;334;144899
80;1152958;334;144900
80;1152957;334;144901
80;1152956;334;144902
80;1152955;334;144903
80;1152954;334;144904
80;1152953;334;144905
80;1123882;334;144906
80;1152952;334;144907
80;1152951;334;144908
80;1123881;334;144909
80;1152950;334;144910
80;1152949;334;144911
80;1123880;334;144912
80;1152948;334;144913
80;1152947;334;144914
80;1130698;334;144915
80;1152946;334;144916
80;1152945;334;144917
80;1130697;334;144918
80;1152944;334;144919
80;1152943;334;144920
80;1152942;334;144921
80;1152941;334;144922
80;1152940;334;144923
80;1152939;334;144924
80;1152938;334;144925
80;1123879;334;144926
80;1152937;334;144927
80;1152936;334;144928
80;1123878;334;144929
80;1152935;334;144930
80;1152934;334;144931
80;1123877;334;144932
80;1152933;334;144933
80;1152932;334;144934
80;1130696;334;144935
80;1152931;334;144936
80;1152930;334;144937
80;1130695;334;144938
80;1152929;334;144939
80;1152928;334;144940
80;1152927;334;144941
80;1152926;334;144942
80;1152925;334;144943
80;1152924;334;144944
80;1152923;334;144945
80;1123876;334;144946
80;1152922;334;144947
80;1152921;334;144948
80;1123875;334;144949
80;1152920;334;144950
80;1152919;334;144951
80;1123874;334;144952
80;1152918;334;144953
80;1152917;334;144954
80;1130694;334;144955
80;1152916;334;144956
80;1152915;334;144957
80;1130693;334;144958
80;1152914;334;144959
80;1152913;334;144960
80;1130692;334;144961
80;1152912;334;144962
80;1152911;334;144963
80;1152910;334;144964
80;1152909;334;144965
80;1152908;334;144966
80;1152907;334;144967
80;1152906;334;144968
80;1123873;334;144969
80;1152905;334;144970
80;1152904;334;144971
80;1123872;334;144972
80;1152903;334;144973
80;1152902;334;144974
80;1130691;334;144975
80;1152901;334;144976
80;1152900;334;144977
80;1130690;334;144978
80;1152899;334;144979
80;1152898;334;144980
80;1130689;334;144981
80;1152897;334;144982
80;1152896;334;144983
80;1152895;334;144984
80;1152894;334;144985
80;1152893;334;144986
80;1152892;334;144987
80;1152891;334;144988
80;1123871;334;144989
80;1152890;334;144990
80;1152889;334;144991
80;1123870;334;144992
80;1152888;334;144993
80;1152887;334;144994
80;1123869;334;144995
80;1152886;334;144996
80;1152885;334;144997
80;1130688;334;144998
80;1152884;334;144999
80;1152883;334;145000
80;1130687;334;145001
80;1152882;334;145002
80;1152881;334;145003
80;1152880;334;145004
80;1152879;334;145005
80;1152878;334;145006
80;1152877;334;145007
80;1152876;334;145008
80;1123868;334;145009
80;1152875;334;145010
80;1152874;334;145011
80;1123867;334;145012
80;1152873;334;145013
80;1152872;334;145014
80;1123866;334;145015
80;1152871;334;145016
80;1152870;334;145017
80;1130686;334;145018
80;1152869;334;145019
80;1152868;334;145020
80;1130685;334;145021
80;1152867;334;145022
80;1152866;334;145023
80;1152865;334;145024
80;1152864;334;145025
80;1152863;334;145026
80;1152862;334;145027
80;1152861;334;145028
80;1152860;334;145029
80;1152859;334;145030
80;1152858;334;145031
80;1123865;334;145032
80;1152857;334;145033
